player_name,season_injured,injury,injured_since,injured_until,duration,games_missed,club
Jeffrey Schlupp,2019-2020,Hip Injury,2019-12-08,2020-03-06,89 days,13.0,Crystal Palace
Jeffrey Schlupp,2018-2019,Ankle Injury,2019-04-15,2019-08-17,124 days,5.0,Crystal Palace
Jeffrey Schlupp,2017-2018,Knee Injury,2018-01-08,2018-03-05,56 days,8.0,Crystal Palace
Jeffrey Schlupp,2016-2017,Hamstring Injury,2017-01-28,2017-02-04,7 days,3.0,Crystal Palace
Jeffrey Schlupp,2016-2017,Strain,2016-08-18,2016-09-17,30 days,5.0,Leicester
Jonathan Williams,2018-2019,Hamstring Injury,2018-08-06,2018-08-28,22 days,4.0,Crystal Palace
Jonathan Williams,2017-2018,Shoulder Injury,2017-11-19,2018-01-25,67 days,12.0,Sunderland
Wilfried Zaha,2020-2021,Thigh Muscle Strain,2021-02-04,2021-03-04,28 days,5.0,Crystal Palace
Wilfried Zaha,2020-2021,Knock,2021-01-15,2021-01-25,10 days,1.0,Crystal Palace
Wilfried Zaha,2020-2021,Virus Infection,2020-11-23,2020-12-05,12 days,2.0,Crystal Palace
Wilfried Zaha,2020-2021,Knock,2020-10-15,2020-10-17,2 days,,Crystal Palace
Wilfried Zaha,2019-2020,Calf Injury,2020-06-25,2020-06-28,3 days,,Crystal Palace
Wilfried Zaha,2019-2020,Knock,2020-01-02,2020-01-10,8 days,1.0,Crystal Palace
Wilfried Zaha,2019-2020,Ankle Injury,2019-09-27,2019-09-27,0 days,,Crystal Palace
Wilfried Zaha,2019-2020,Hamstring Injury,2019-03-10,2019-03-29,19 days,1.0,Crystal Palace
Wilfried Zaha,2018-2019,Shoulder Injury,2018-10-29,2018-11-03,5 days,1.0,Crystal Palace
Wilfried Zaha,2018-2019,Groin Injury,2018-10-12,2018-10-20,8 days,,Crystal Palace
Wilfried Zaha,2018-2019,Groin Strain,2018-08-27,2018-09-14,18 days,2.0,Crystal Palace
Wilfried Zaha,2017-2018,Knee Injury,2018-02-04,2018-03-31,55 days,7.0,Crystal Palace
Wilfried Zaha,2017-2018,Knee Injury,2017-08-12,2017-10-14,63 days,10.0,Crystal Palace
Bakary Sako,2018-2019,Calf Strain,2019-03-15,2019-03-31,16 days,2.0,Crystal Palace
Bakary Sako,2017-2018,Ankle Injury,2018-01-30,2018-08-18,200 days,1.0,Crystal Palace
Bakary Sako,2016-2017,Muscle Injury,2016-12-09,2017-01-01,23 days,5.0,Crystal Palace
Bakary Sako,2016-2017,Groin Strain,2016-07-20,2016-09-14,56 days,5.0,Crystal Palace
Bakary Sako,2021-2022,Corona virus,2022-01-13,2022-01-18,5 days,1.0,Crystal Palace
Keshi Anderson,2022-2023,Hamstring Injury,2022-11-05,,149 days,23.0,Crystal Palace
Andros Townsend,2021-2022,Cruciate Ligament Injury,2022-03-20,,379 days,44.0,Everton
Andros Townsend,2019-2020,Groin Injury,2019-12-08,2020-01-31,54 days,9.0,Crystal Palace
Andros Townsend,2019-2020,Bruise,2019-10-28,2019-11-08,11 days,1.0,Crystal Palace
Chung-yong Lee,2017-2018,Muscular problems,2017-10-24,2017-12-10,47 days,8.0,Crystal Palace
Christian Benteke,2020-2021,Ankle Injury,2020-09-11,2020-09-25,14 days,3.0,Crystal Palace
Christian Benteke,2019-2020,Thigh Muscle Strain,2020-06-24,2020-07-03,9 days,2.0,Crystal Palace
Christian Benteke,2019-2020,Knock,2019-12-22,2020-01-31,40 days,7.0,Crystal Palace
Christian Benteke,2018-2019,Facial Injury,2019-04-28,2019-05-11,13 days,1.0,Crystal Palace
Christian Benteke,2018-2019,Knee Injury,2018-09-01,2019-01-12,133 days,22.0,Crystal Palace
Christian Benteke,2017-2018,Medial Collateral Ligament Injury,2017-09-23,2017-11-17,55 days,7.0,Crystal Palace
Connor Wickham,2020-2021,Knock,2020-09-11,2021-03-01,171 days,28.0,Crystal Palace
Connor Wickham,2019-2020,Knock,2019-10-18,2019-12-02,45 days,6.0,Crystal Palace
Connor Wickham,2019-2020,Ankle Injury,2019-09-27,2019-10-04,7 days,1.0,Crystal Palace
Connor Wickham,2018-2019,Knock,2019-02-01,2019-03-08,35 days,6.0,Crystal Palace
Connor Wickham,2018-2019,Thigh Muscle Strain,2018-11-01,2018-12-14,43 days,6.0,Crystal Palace
Connor Wickham,2018-2019,Calf Injury,2018-07-30,2018-10-20,82 days,10.0,Crystal Palace
Connor Wickham,2017-2018,Groin Strain,2018-03-29,2018-05-31,63 days,7.0,Crystal Palace
Connor Wickham,2016-2017,Cruciate Ligament Rupture,2016-11-27,2018-03-12,470 days,62.0,Crystal Palace
Fraizer Campbell,2016-2017,Hamstring Injury,2017-03-22,2017-04-14,23 days,3.0,Crystal Palace
Fraizer Campbell,2016-2017,Hamstring Injury,2016-07-27,2016-09-19,54 days,6.0,Crystal Palace
Jonathan Benteke,2016-2017,Knee Injury,2016-09-29,2017-01-29,122 days,19.0,Crystal Palace
Kasper Schmeichel,2017-2018,Ankle Injury,2018-04-14,2018-05-13,29 days,6.0,Leicester
Kasper Schmeichel,2016-2017,Fractured Hand,2016-11-03,2016-12-17,44 days,9.0,Leicester
Ben Hamer,2018-2019,Knock,2019-04-14,2019-05-31,47 days,4.0,Huddersfield
Ben Hamer,2018-2019,Knee Injury,2018-08-25,2018-09-15,21 days,4.0,Huddersfield
Ben Hamer,2016-2017,Head Injury,2017-01-10,2017-06-30,171 days,25.0,Leicester
Robert Huth,2017-2018,Ankle Injury,2017-09-13,2017-12-31,109 days,20.0,Leicester
Robert Huth,2017-2018,Ankle Injury,2017-07-18,2017-08-13,26 days,1.0,Leicester
Daniel Amartey,2020-2021,Hamstring Injury,2020-10-05,2020-12-19,75 days,15.0,Leicester
Daniel Amartey,2019-2020,Ankle Injury,2019-12-20,2020-09-12,267 days,27.0,Leicester
Daniel Amartey,2018-2019,Ankle Surgery,2018-10-28,2019-09-23,330 days,38.0,Leicester
Daniel Amartey,2017-2018,Hamstring Injury,2018-03-03,2018-05-14,72 days,11.0,Leicester
Wes Morgan,2020-2021,Back Injury,2021-01-22,2021-05-12,110 days,23.0,Leicester
Wes Morgan,2020-2021,Thigh Muscle Strain,2020-09-07,2020-09-18,11 days,1.0,Leicester
Wes Morgan,2019-2020,Ill,2020-01-26,2020-02-13,18 days,2.0,Leicester
Wes Morgan,2019-2020,Groin Injury,2020-01-05,2020-01-18,13 days,2.0,Leicester
Wes Morgan,2019-2020,Back Injury,2019-08-30,2019-09-13,14 days,1.0,Leicester
Wes Morgan,2018-2019,Ill,2018-12-27,2019-01-11,15 days,3.0,Leicester
Wes Morgan,2017-2018,Hamstring contusion,2018-01-01,2018-02-15,45 days,9.0,Leicester
Wes Morgan,2016-2017,Back trouble,2017-03-14,2017-06-30,108 days,14.0,Leicester
Christian Fuchs,2020-2021,Groin Injury,2020-07-18,2020-09-12,56 days,2.0,Leicester
Christian Fuchs,2017-2018,Eye Injury,2017-09-13,2017-09-22,9 days,2.0,Leicester
Ben Chilwell,2020-2021,Quarantine,2021-06-21,2021-06-28,7 days,,Leicester
Ben Chilwell,2019-2020,Muscle Injury,2020-03-05,2020-03-12,7 days,1.0,Leicester
Ben Chilwell,2019-2020,Groin Injury,2019-12-02,2019-12-09,7 days,2.0,Leicester
Ben Chilwell,2019-2020,Hip Injury,2019-08-12,2019-08-29,17 days,3.0,Leicester
Ben Chilwell,2018-2019,Bruise,2019-02-11,2019-02-25,14 days,1.0,Leicester
Ben Chilwell,2018-2019,Knee Injury,2018-12-10,2018-12-20,10 days,2.0,Leicester
Ben Chilwell,2017-2018,Ankle Injury,2018-04-30,2018-06-28,59 days,3.0,Leicester
Ben Chilwell,2016-2017,Ankle Injury,2016-10-03,2016-12-05,63 days,10.0,Leicester
Danny Simpson,2017-2018,Achilles tendon problems,2018-01-30,2018-02-02,3 days,1.0,Leicester
Danny Simpson,2017-2018,Hamstring Injury,2017-12-23,2018-01-27,35 days,9.0,Leicester
Wilfred Ndidi,2021-2022,Knee Injury,2022-03-17,2022-05-30,74 days,17.0,Leicester
Wilfred Ndidi,2020-2021,Thigh Muscle Strain,2021-01-28,2021-02-08,11 days,3.0,Leicester
Wilfred Ndidi,2020-2021,Tear in the abductor muscle,2020-09-21,2020-12-03,73 days,14.0,Leicester
Wilfred Ndidi,2019-2020,Knee Problems,2020-01-30,2020-02-27,28 days,3.0,Leicester
Wilfred Ndidi,2019-2020,Knee Injury,2020-01-09,2020-01-20,11 days,2.0,Leicester
Wilfred Ndidi,2019-2020,Hamstring Injury,2019-08-26,2019-08-29,3 days,1.0,Leicester
Wilfred Ndidi,2018-2019,Knee Injury,2018-12-17,2018-12-20,3 days,1.0,Leicester
Wilfred Ndidi,2017-2018,Hamstring Injury,2018-04-30,2018-05-31,31 days,3.0,Leicester
Nampalys Mendy,2021-2022,groin strain,2021-11-05,2021-12-20,45 days,8.0,Leicester
Nampalys Mendy,2021-2022,groin strain,2021-08-01,2021-09-30,60 days,10.0,Leicester
Nampalys Mendy,2020-2021,Neck Injury,2021-01-17,2021-01-23,6 days,1.0,Leicester
Nampalys Mendy,2019-2020,Knee Injury,2020-01-24,2020-03-08,44 days,7.0,Leicester
Nampalys Mendy,2018-2019,Groin Injury,2019-02-04,2019-02-22,18 days,1.0,Leicester
Nampalys Mendy,2018-2019,Bruise,2018-07-28,2018-08-17,20 days,1.0,Leicester
Nampalys Mendy,2016-2017,Ankle Injury,2017-03-09,2017-08-17,161 days,15.0,Leicester
Nampalys Mendy,2016-2017,Ankle Injury,2016-08-20,2016-12-03,105 days,19.0,Leicester
Bartosz Kapustka,2017-2018,Ill,2018-01-17,2018-02-07,21 days,3.0,Leicester
Danny Drinkwater,2019-2020,Unknown Injury,2020-06-11,2020-06-26,15 days,3.0,Aston Villa
Danny Drinkwater,2019-2020,Calf Injury,2020-01-23,2020-02-15,23 days,2.0,Aston Villa
Danny Drinkwater,2019-2020,Ankle Injury,2019-09-05,2019-11-29,85 days,9.0,Burnley
Danny Drinkwater,2017-2018,Thigh Problems,2017-08-03,2017-09-07,35 days,,Leicester
Matty James,2018-2019,Achilles tendon problems,2019-02-06,2020-01-02,330 days,38.0,Leicester
Matty James,2017-2018,Achilles tendon problems,2018-03-12,2019-01-11,305 days,35.0,Leicester
Matty James,2017-2018,Achilles tendon problems,2017-09-09,2017-12-25,107 days,19.0,Leicester
Marc Albrighton,2019-2020,Knock,2020-07-13,2020-07-25,12 days,2.0,Leicester
Marc Albrighton,2018-2019,Hamstring Injury,2019-02-01,2019-04-12,70 days,10.0,Leicester
Demarai Gray,2018-2019,Ankle Injury,2018-09-25,2018-10-26,31 days,4.0,Leicester
Harvey Barnes,2020-2021,Knee Injury,2021-02-28,2021-06-30,122 days,16.0,Leicester
Riyad Mahrez,2020-2021,Corona virus,2020-09-07,2020-09-21,14 days,1.0,Man City
Islam Slimani,2017-2018,Thigh Muscle Strain,2018-01-30,2018-03-10,39 days,13.0,Leicester
Islam Slimani,2016-2017,Groin Injury,2017-04-13,2017-04-28,15 days,3.0,Newcastle
Islam Slimani,2016-2017,Groin Injury,2017-01-23,2017-03-13,49 days,9.0,Leicester
Islam Slimani,2016-2017,Minor Knock,2016-10-27,2016-11-03,7 days,2.0,Leicester
Jamie Vardy,2021-2022,Knee Injury,2022-03-07,2022-04-25,49 days,11.0,Leicester
Jamie Vardy,2021-2022,Hamstring Injury,2021-12-27,2022-02-24,59 days,10.0,Leicester
Jamie Vardy,2020-2021,Groin Surgery,2021-01-21,2021-02-04,14 days,4.0,Leicester
Jamie Vardy,2020-2021,Groin Injury,2021-01-04,2021-01-14,10 days,1.0,Leicester
Jamie Vardy,2020-2021,Calf Strain,2020-10-19,2020-10-22,3 days,1.0,Leicester
Jamie Vardy,2019-2020,Strain in the thigh and gluteal muscles,2020-01-23,2020-01-30,7 days,2.0,Leicester
Jamie Vardy,2019-2020,Muscle Injury,2019-12-30,2020-01-06,7 days,2.0,Leicester
Jamie Vardy,2018-2019,Head Injury,2019-03-04,2019-03-07,3 days,,Leicester
Jamie Vardy,2018-2019,Groin Injury,2018-12-17,2018-12-20,3 days,1.0,Leicester
Jamie Vardy,2018-2019,Groin Strain,2018-12-03,2018-12-13,10 days,2.0,Leicester
Jamie Vardy,2018-2019,Groin Strain,2018-11-12,2018-11-22,10 days,,Leicester
Jamie Vardy,2018-2019,Ill,2018-10-22,2018-10-25,3 days,1.0,Leicester
Shinji Okazaki,2017-2018,Muscular problems,2018-06-28,2018-08-24,57 days,2.0,Leicester
Shinji Okazaki,2017-2018,Ankle Injury,2018-04-16,2018-05-28,42 days,5.0,Leicester
Leonardo Ulloa,2016-2017,Thigh Muscle Strain,2017-01-07,2017-02-05,29 days,6.0,Leicester
Jack Butland,2022-2023,Fractured Finger,2022-07-19,2022-11-13,117 days,16.0,Crystal Palace
Jack Butland,2020-2021,Virus Infection,2020-10-23,2020-11-06,14 days,2.0,Crystal Palace
Jack Butland,2017-2018,Fractured Finger,2017-11-09,2017-11-19,10 days,,Stoke
Lee Grant,2019-2020,Knock,2020-01-27,2020-06-12,137 days,10.0,Man Utd
Lee Grant,2017-2018,Wirst Injury,2018-02-24,2018-04-15,50 days,6.0,Stoke
Bruno Martins Indi,2017-2018,Groin Strain,2017-12-02,2018-01-15,44 days,10.0,Stoke
Bruno Martins Indi,2017-2018,Groin Injury,2017-09-28,2017-10-14,16 days,2.0,Stoke
Ryan Shawcross,2021-2022,Back trouble,2021-07-27,2021-08-06,10 days,2.0,Stoke
Ryan Shawcross,2020-2021,Corona virus,2021-01-15,2021-01-29,14 days,3.0,Stoke
Ryan Shawcross,2020-2021,Calf Injury,2020-09-15,2020-11-05,51 days,12.0,Stoke
Ryan Shawcross,2020-2021,Calf Injury,2020-07-05,2020-09-13,70 days,7.0,Stoke
Ryan Shawcross,2020-2021,Calf Injury,2020-06-21,2020-06-28,7 days,1.0,Stoke
Ryan Shawcross,2019-2020,Calf Injury,2019-12-30,2020-03-01,62 days,12.0,Stoke
Ryan Shawcross,2019-2020,Groin Injury,2019-12-11,2019-12-24,13 days,2.0,Stoke
Ryan Shawcross,2019-2020,Fractured Leg,2019-07-27,2019-11-30,126 days,22.0,Stoke
Ryan Shawcross,2017-2018,Back Injury,2017-09-04,2017-10-20,46 days,6.0,Stoke
Ryan Shawcross,2016-2017,Calf Injury,2016-11-25,2016-12-13,18 days,3.0,Stoke
Erik Pieters,2021-2022,Knee Injury,2022-02-26,2022-05-02,65 days,11.0,Burnley
Erik Pieters,2020-2021,Calf Injury,2020-10-20,2020-11-22,33 days,3.0,Burnley
Erik Pieters,2017-2018,Hamstring Injury,2018-01-02,2018-01-19,17 days,2.0,Stoke
Geoff Cameron,2017-2018,Concussion,2017-10-29,2017-12-02,34 days,5.0,Stoke
Geoff Cameron,2016-2017,Knee Injury,2016-10-22,2017-02-25,126 days,18.0,Stoke
Glen Johnson,2016-2017,Hamstring Injury,2016-10-03,2016-11-04,32 days,3.0,Stoke
Glen Johnson,2016-2017,Thigh Muscle Strain,2016-07-27,2016-09-18,53 days,6.0,Stoke
Phil Bardsley,2020-2021,Chest injury,2020-11-24,2020-12-13,19 days,3.0,Burnley
Phil Bardsley,2020-2021,Virus Infection,2020-10-21,2020-11-05,15 days,2.0,Burnley
Phil Bardsley,2019-2020,Back Injury,2020-01-20,2020-02-01,12 days,2.0,Burnley
Phil Bardsley,2019-2020,Ill,2020-01-05,2020-01-10,5 days,,Burnley
Phil Bardsley,2019-2020,Knock,2019-12-05,2019-12-13,8 days,1.0,Burnley
Phil Bardsley,2018-2019,Knock,2019-04-05,2019-05-31,56 days,6.0,Burnley
Phil Bardsley,2018-2019,Thigh Muscle Strain,2019-01-20,2019-01-28,8 days,1.0,Burnley
Phil Bardsley,2018-2019,Knock,2019-01-13,2019-01-18,5 days,,Stoke
Phil Bardsley,2018-2019,Knock,2019-01-03,2019-01-11,8 days,1.0,Sunderland
Phil Bardsley,2016-2017,Knee Injury,2016-11-19,2016-12-27,38 days,7.0,Sunderland
Glenn Whelan,2016-2017,Knock,2016-11-14,2016-11-26,12 days,1.0,Stoke
Joe Allen,2022-2023,Hamstring Injury,2022-09-17,2022-11-18,62 days,12.0,Swansea
Joe Allen,2020-2021,Hamstring Injury,2021-03-24,2021-05-24,61 days,8.0,Stoke
Joe Allen,2019-2020,Achilles tendon rupture,2020-03-07,2020-12-07,275 days,30.0,Stoke
Joe Allen,2017-2018,Concussion,2017-10-09,2017-10-19,10 days,1.0,Stoke
Xherdan Shaqiri,2020-2021,Muscle Injury,2020-11-16,2020-12-26,40 days,9.0,Liverpool
